name,schema,description
a_0600.xml,schema-xml.csv,臺北市_西松段一小段
a_0601.xml,schema-xml.csv,臺北市_西松段二小段
a_0602.xml,schema-xml.csv,臺北市_美仁段一小段
a_0603.xml,schema-xml.csv,臺北市_美仁段二小段
a_0604.xml,schema-xml.csv,臺北市_寶清段一小段
a_0605.xml,schema-xml.csv,臺北市_寶清段二小段
a_0606.xml,schema-xml.csv,臺北市_寶清段三小段
a_0607.xml,schema-xml.csv,臺北市_寶清段四小段
a_0608.xml,schema-xml.csv,臺北市_寶清段五小段
a_0609.xml,schema-xml.csv,臺北市_延吉段一小段
a_0611.xml,schema-xml.csv,臺北市_延吉段三小段
a_0613.xml,schema-xml.csv,臺北市_延壽段一小段
a_0614.xml,schema-xml.csv,臺北市_敦化段一小段
a_0615.xml,schema-xml.csv,臺北市_敦化段二小段
a_0616.xml,schema-xml.csv,臺北市_敦化段三小段
a_0620.xml,schema-xml.csv,臺北市_濱江段一小段
a_0621.xml,schema-xml.csv,臺北市_濱江段二小段
a_0623.xml,schema-xml.csv,臺北市_濱江段四小段
a_0655.xml,schema-xml.csv,臺北市_民生段
a_0704.xml,schema-xml.csv,臺北市_西松段三小段
a_0705.xml,schema-xml.csv,臺北市_敦化段四小段
a_0706.xml,schema-xml.csv,臺北市_敦化段五小段
a_0711.xml,schema-xml.csv,臺北市_寶清段六小段
a_0712.xml,schema-xml.csv,臺北市_寶清段七小段
a_0021.xml,schema-xml.csv,臺北市_龍泉段一小段
a_0022.xml,schema-xml.csv,臺北市_龍泉段二小段
a_0023.xml,schema-xml.csv,臺北市_龍泉段三小段
a_0200.xml,schema-xml.csv,臺北市_金華段一小段
a_0201.xml,schema-xml.csv,臺北市_金華段二小段
a_0202.xml,schema-xml.csv,臺北市_金華段三小段
a_0203.xml,schema-xml.csv,臺北市_金華段四小段
a_0207.xml,schema-xml.csv,臺北市_瑞安段一小段
a_0208.xml,schema-xml.csv,臺北市_瑞安段二小段
a_0209.xml,schema-xml.csv,臺北市_瑞安段三小段
a_0210.xml,schema-xml.csv,臺北市_瑞安段四小段
a_0211.xml,schema-xml.csv,臺北市_通化段一小段
a_0212.xml,schema-xml.csv,臺北市_通化段二小段
a_0213.xml,schema-xml.csv,臺北市_通化段三小段
a_0214.xml,schema-xml.csv,臺北市_通化段四小段
a_0215.xml,schema-xml.csv,臺北市_通化段五小段
a_0216.xml,schema-xml.csv,臺北市_通化段六小段
a_0217.xml,schema-xml.csv,臺北市_仁愛段一小段
a_0218.xml,schema-xml.csv,臺北市_仁愛段二小段
a_0219.xml,schema-xml.csv,臺北市_仁愛段三小段
a_0220.xml,schema-xml.csv,臺北市_仁愛段四小段
a_0221.xml,schema-xml.csv,臺北市_學府段一小段
a_0222.xml,schema-xml.csv,臺北市_學府段二小段
a_0223.xml,schema-xml.csv,臺北市_學府段三小段
a_0224.xml,schema-xml.csv,臺北市_學府段四小段
a_0225.xml,schema-xml.csv,臺北市_復興段一小段
a_0226.xml,schema-xml.csv,臺北市_復興段二小段
a_0227.xml,schema-xml.csv,臺北市_復興段三小段
a_0228.xml,schema-xml.csv,臺北市_大安段一小段
a_0229.xml,schema-xml.csv,臺北市_大安段二小段
